sku_id,historical_avg_sales,historical_std_sales,historical_max_sales,last_processed_date,rmse,mape,wape,accuracy,final_forecast_model_type,tuned_prophet_rmse,tuned_prophet_mape,tuned_prophet_wape,tuned_prophet_accuracy,lstm_rmse,lstm_mape,lstm_wape,lstm_accuracy,xgboost_rmse,xgboost_mape,xgboost_wape,xgboost_accuracy,top_features,top_importances,avg_lead_time,lead_time_demand,safety_stock,reorder_point,validated_eoq,holding_cost,ordering_cost,forecast_next_1_month,forecast_next_3_months,forecast_next_6_months,forecast_ci_width_1_month,forecast_ci_width_3_months
PD0224,2.790386803185438,1.9234220649595264,8.5,2025-05-28,0.7114402175953543,23.55918815406981,25.552803608520108,74.44719639147989,Ensemble,0.8797605430795588,29.542952755000872,33.76538396672017,66.23461603327982,0.7249599000369793,34.39249302831591,33.47279621170951,66.52720378829049,0.7301092995684315,25.16089536982869,26.33102662635572,73.66897337364428,"['sales_lag_1d', 'rolling_avg_sales_7d', 'is_month_end', 'rolling_std_sales_7d', 'discount_percentage']","[0.2649756371974945, 0.08933606743812561, 0.0820784643292427, 0.07314950972795486, 0.06944098323583603]",21,58,14,73,78,"175,252.30",519.21,85.07897791292993,255.10487552391345,507.6958113395362,3.859714663886925,3.893219716481519
ER0810,2.5648464163822524,1.6404499859691544,8.5,2025-05-28,2.16870820429123,48.009939098151285,44.28130154229388,55.71869845770612,Ensemble,2.086259362873744,49.765247787583874,44.00864905874997,55.991350941250026,2.4313112594203705,49.04210297021768,48.51856540853732,51.48143459146268,2.1645312201142146,52.95384756612733,45.59051522584719,54.40948477415281,"['is_on_promotion', 'sales_lag_1d', 'discount_percentage', 'rolling_avg_sales_7d', 'day_of_week_sin']","[0.3439245820045471, 0.1420319378376007, 0.07699128985404968, 0.058091964572668076, 0.0483597069978714]",21,56,12,68,76,"129,297.44",400.54,75.25472880645894,237.86569131054603,485.5434585368571,3.651827967196807,3.651675838204172
BR092,1.2465831435079726,0.4565663371116303,3.5,2025-05-27,0.6024035838371853,20.78080510862464,23.66620676186062,76.33379323813938,Ensemble,0.606378652314146,22.33677020269724,22.70613913195056,77.29386086804944,0.773379619957064,26.93557816386597,32.742346849580585,67.25765315041942,0.6681479486351996,21.49430595554196,25.46752958435219,74.53247041564781,"['sales_lag_1d', 'discount_percentage', 'day_of_week_cos', 'store_count', 'is_on_promotion']","[0.6375996470451355, 0.0778505876660347, 0.0403573103249073, 0.03946905955672264, 0.03589988872408867]",21,47,3,51,70,"333,235.54","1,211.41",66.54688209217625,203.38428249706283,413.7513666952528,0.7744336217649056,0.77330215543914
AVTR006,1.6833333333333331,0.7691684319210903,3.5,2025-05-19,0.596235118561579,37.77025410814608,30.09979905068522,69.90020094931478,Ensemble,0.6895424410892419,46.78861599783862,36.77040957699669,63.22959042300332,0.7949869691678786,50.90394238359463,41.43768013431336,58.56231986568664,0.4905071562527395,26.466561251785446,22.37759372304539,77.6224062769546,"['sales_lag_1d', 'is_on_promotion', 'discount_percentage', 'rolling_avg_sales_7d', 'sales_lag_14d']","[0.29784971475601196, 0.14661096036434174, 0.08148478716611862, 0.06949745118618011, 0.04653600603342056]",21,35,6,41,60,"84,182.61",416.20,49.62762834818999,150.13724095910192,304.2272099708755,1.7232938214580116,1.725792315027739
AVTR015,2.456769055745165,1.823265948230244,8.5,2025-05-28,1.9184504035188508,65.09122488885772,48.2748959360861,51.7251040639139,Ensemble,1.9565865457101608,70.70173231160223,52.17847164248568,47.82152835751432,1.970363778518391,80.05220600202972,54.57762573604232,45.422374263957686,2.1320757854311485,59.13524445482329,48.864155787008784,51.135844212991216,"['sales_lag_1d', 'month_cos', 'discount_percentage', 'is_on_promotion', 'store_count']","[0.2907087802886963, 0.10500021278858185, 0.08612387627363205, 0.06591960787773132, 0.062261443585157394]",21,67,14,81,84,"105,226.16",269.42,93.5930599774438,280.2094337560648,587.4528164547324,3.833076007030338,3.8406954432874127
R0658,1.0,0.0,1.0,2025-04-08,4.999999487123494e-11,3.421422774726086e-09,3.421422774726086e-09,99.99999999657858,Ensemble,0.0,0.0,0.0,100.0,0.0021120097999304,0.1445216181067129,0.1445216181067129,99.85547838189328,0.0,0.0,0.0,100.0,"['store_count', 'was_stocked_out', 'day_of_week_sin', 'day_of_week_cos', 'month_sin']","[0.0, 0.0, 0.0, 0.0, 0.0]",21,21,0,21,47,"49,456.24",406.49,30.0000000021382,90.00000000337349,183.0000000086225,2.5639544746584404e-09,3.031820500826792e-09
BR0392,1.0,0.0,1.0,2025-02-21,5.0000118970800375e-11,4.836070803075169e-09,4.836070803075169e-09,99.99999999516392,Ensemble,0.0,0.0,0.0,100.0,0.0036564990750092,0.3536608768627047,0.3536608768627047,99.6463391231373,0.0,0.0,0.0,100.0,"['store_count', 'was_stocked_out', 'day_of_week_sin', 'day_of_week_cos', 'month_sin']","[0.0, 0.0, 0.0, 0.0, 0.0]",21,21,0,21,47,"103,213.52",848.33,30.00000000049745,90.00000000330905,183.0000000037888,2.584387300460141e-09,3.0912222436106794e-09
PD0218,35.26647727272727,18.692556445621555,84.75,2025-05-29,22.35478851799809,109.3392000951778,52.60970415097434,47.39029584902566,Ensemble,32.136941278555604,182.38276776556123,71.67799200913258,28.32200799086742,19.0646305201102,90.5246007879528,43.8524845737921,56.1475154262079,24.04300981388933,83.3254646384288,54.16321735395534,45.83678264604466,"['rolling_avg_sales_7d', 'is_month_start', 'discount_percentage', 'rolling_std_sales_7d', 'store_count']","[0.16479527950286865, 0.12161891907453537, 0.1043357104063034, 0.09079287946224213, 0.06026986241340637]",21,723,141,864,275,"1,918,416.78",458.15,989.5970625302424,3112.053258683945,6298.1739557400415,40.532121461876834,40.384032875505
R0215,1.5133522727272728,0.6400322548428574,3.5,2025-05-29,0.6671893224073016,22.07454384683575,22.85602426235321,77.1439757376468,Ensemble,0.7791197218437607,25.91956514344424,28.005449114442072,71.99455088555793,0.7420952239735009,28.21949615618976,26.02303218081653,73.97696781918347,0.6373266546724277,20.689892688077013,21.482983623367858,78.51701637663214,"['sales_lag_1d', 'is_on_promotion', 'discount_percentage', 'sales_lag_14d', 'is_month_start']","[0.35223934054374695, 0.1508476436138153, 0.07963691651821136, 0.04781337454915047, 0.046627163887023926]",21,29,5,33,55,"110,019.62",666.15,41.14894571994495,124.09546526855584,248.41404380814828,1.340752366547953,1.3380847281720964
PD0176,2.712984054669704,1.663683244140112,8.5,2025-05-27,1.7089010928428834,57.794505055557146,40.92226347608741,59.07773652391259,Ensemble,1.7666375953208395,62.89374462158831,43.22348038556802,56.77651961443198,1.805875807289076,59.96572172588668,42.6884687146525,57.3115312853475,1.753190970337544,59.0526580268113,42.87064525426602,57.12935474573398,"['is_on_promotion', 'sales_lag_1d', 'is_month_end', 'discount_percentage', 'rolling_avg_sales_7d']","[0.18961113691329956, 0.1441219598054886, 0.11326806992292404, 0.06785068660974503, 0.05628537759184837]",21,69,13,81,85,"219,210.23",551.85,98.63713976447345,296.55302503567094,597.4779754743997,3.750987897290286,3.759811757097443
BR044,11.598407281001135,8.081095353812241,32.5,2025-05-28,6.055484366967193,97.28423104047252,56.94127481550626,43.05872518449374,Ensemble,5.88461428419904,96.36050523162724,58.23372555054237,41.76627444945763,6.8489272615238,121.49582353262367,70.10986092927413,29.890139070725866,6.273099273589224,87.52621293276664,53.68742432656767,46.312575673432335,"['day_of_week_sin', 'sales_lag_1d', 'rolling_avg_sales_7d', 'is_on_promotion', 'discount_percentage']","[0.1441567987203598, 0.12975426018238068, 0.10917727649211884, 0.07655606418848038, 0.07376931607723236]",21,240,61,301,158,"1,749,890.43","1,259.78",286.03088303557536,991.8552539806584,2089.28167283982,16.97073388185902,16.92420763149348
PD0529,2.314562002275313,1.4162897554497047,6.0,2025-05-28,1.594943013948651,59.82609480522088,46.123584993408,53.876415006592005,Ensemble,1.5788705927618685,73.3005120663356,47.89080321635824,52.10919678364176,1.7924272674396615,61.27311198212324,50.00124842538472,49.99875157461528,1.637366507121457,47.25145529754578,43.41871385221128,56.58128614778872,"['sales_lag_1d', 'is_on_promotion', 'discount_percentage', 'is_month_end', 'rolling_std_sales_7d']","[0.26457586884498596, 0.1530560553073883, 0.08265765011310577, 0.06921564787626266, 0.056502439081668854]",21,59,11,70,79,"160,398.62",467.61,84.75422181546787,254.1044826985378,515.9334098629656,3.02169989367584,3.002981645939348
PD0194,4.129692832764505,3.439222822981654,12.0,2025-05-28,1.2512319248656485,38.718784624452574,39.7474129132529,60.2525870867471,Ensemble,2.38703672034381,99.40635834083209,88.1081764878957,11.891823512104295,1.2047788201497194,40.377970009230935,39.77336408375026,60.22663591624974,1.1703110756407071,41.37711824770077,33.26426761133688,66.73573238866312,"['rolling_avg_sales_7d', 'sales_lag_1d', 'discount_percentage', 'month_cos', 'is_on_promotion']","[0.4917352795600891, 0.05740642920136452, 0.055605366826057434, 0.055227767676115036, 0.054381389170885086]",21,57,26,83,77,"273,239.92",828.72,81.67041732787686,245.995955102488,495.9265309731027,5.402064360959778,5.442911497990929
ER001,9.908418657565417,6.429135193519303,27.5,2025-05-28,5.953512095534513,63.60864622790137,37.49015416909619,62.50984583090381,Ensemble,5.755119674691579,63.44713894189563,35.91444102821966,64.08555897178033,5.674407542015473,61.89867340761083,36.43265890352654,63.56734109647346,7.403044935227901,72.32130143126241,46.410373846689865,53.589626153310135,"['rolling_avg_sales_7d', 'discount_percentage', 'is_month_end', 'sales_lag_1d', 'month_cos']","[0.22834749519824982, 0.09097136557102203, 0.07447728514671326, 0.07162687927484512, 0.0709604024887085]",21,280,48,328,171,"406,290.00",250.64,400.282972773029,1198.7037325053711,2438.1388216812657,13.061849186858268,13.062838017777349
PD0735,2.335608646188851,1.4001226599721277,6.0,2025-05-28,1.5785348097879508,90.86102121154896,60.18583483920592,39.81416516079408,Ensemble,1.81369573671347,111.05981170731664,70.82087413507692,29.17912586492308,1.7354571949106146,102.06766336494022,67.4357236314703,32.564276368529704,1.4639096556213118,70.69782096809813,51.747153776663325,48.25284622333668,"['sales_lag_1d', 'is_on_promotion', 'discount_percentage', 'rolling_avg_sales_7d', 'rolling_std_sales_7d']","[0.21528172492980957, 0.17565689980983734, 0.08022300899028778, 0.0667729377746582, 0.061626557260751724]",21,51,11,62,73,"125,936.22",423.99,65.44764906394074,214.0065427252805,446.76062625530096,3.030709251119805,3.027947436481836
PD01561,1.0,0.0,1.0,2025-02-19,4.999995212938491e-11,4.123129245433195e-09,4.123129245433195e-09,99.99999999587688,Ensemble,0.0,0.0,0.0,100.0,0.0014202729895257,0.117119550704956,0.117119550704956,99.88288044929504,0.0,0.0,0.0,100.0,"['store_count', 'was_stocked_out', 'day_of_week_sin', 'day_of_week_cos', 'month_sin']","[0.0, 0.0, 0.0, 0.0, 0.0]",21,21,0,21,47,"73,743.68",606.11,30.00000000058517,90.000000005611,183.00000001543043,2.580634469081152e-09,3.096093707336914e-09
ER0288,1.6283391405342624,1.1697867935347863,6.0,2025-05-10,0.0284973322208205,2.2919191030127184,2.2919191030127184,97.70808089698728,Ensemble,0.2743164100212605,23.251491833162515,23.251491833162515,76.74850816683748,0.1435886536579288,12.911591691275436,12.911591691275436,87.08840830872457,0.0202775769015026,1.168370048205058,1.168370048205058,98.83162995179494,"['sales_lag_1d', 'is_on_promotion', 'discount_percentage', 'is_month_start', 'rolling_avg_sales_7d']","[0.5575645565986633, 0.06739243865013123, 0.05410127714276314, 0.053669996559619904, 0.03646048530936241]",21,21,9,30,47,"31,048.44",255.33,30.436939449443628,90.82840119354938,182.9043222928116,2.033883771036888,2.0449121899627776
PD01352,1.6644811858608894,0.7922100248862957,3.5,2025-05-26,0.8083377870182484,42.56666253878823,32.14414215783663,67.85585784216337,Ensemble,0.7728510339895462,40.56729804166245,28.68626687134309,71.3137331286569,1.068458281210704,52.288123978978575,41.44850170297873,58.55149829702127,0.8404180204592826,40.29748527533154,31.712385904874736,68.28761409512526,"['sales_lag_1d', 'is_on_promotion', 'discount_percentage', 'is_month_end', 'store_count']","[0.3176095485687256, 0.11749844253063202, 0.08342891186475754, 0.06489606946706772, 0.06274020671844482]",21,41,6,47,65,"174,293.51",735.74,57.27123019765576,176.1594655680218,356.31636508681464,1.647945693150766,1.6561636701165905
BR0113,1.385404789053592,0.5909178064106982,3.5,2025-05-26,0.3941671468095967,25.633964158981897,23.36667368324777,76.63332631675223,Ensemble,0.5071301808231783,30.840370732631,30.02127080963117,69.97872919036882,0.5364664604747913,38.41885250783156,31.47325318247553,68.52674681752447,0.3530487498121051,16.80634151280872,17.799645094644458,82.20035490535554,"['sales_lag_1d', 'discount_percentage', 'rolling_avg_sales_7d', 'rolling_std_sales_7d', 'sales_lag_14d']","[0.5090740919113159, 0.0720796063542366, 0.06629274785518646, 0.05106005445122719, 0.0434323288500309]",21,25,4,30,51,"71,840.57",493.15,37.41831111540967,112.64571292505656,219.1137767326841,1.2864990027595389,1.278401205917872
PD0342,1.277872582480091,0.5223506868766209,3.5,2025-05-28,1.0924380956058368,35.999514720002004,39.22469336090552,60.77530663909448,Ensemble,1.1008682852926206,36.871386968367,39.352739236636985,60.647260763363015,1.3412597303712577,39.43398188944021,46.67366086791138,53.32633913208862,0.9868808855044902,36.42068310261089,35.999689807960706,64.0003101920393,"['sales_lag_1d', 'is_month_start', 'month_sin', 'discount_percentage', 'rolling_avg_sales_7d']","[0.5634328126907349, 0.12922167778015137, 0.05238756537437439, 0.03931671380996704, 0.0352911502122879]",21,43,4,47,67,"120,384.24",487.65,64.47770244053275,190.34756947081075,371.3156684024659,0.9452891360162464,0.945265769779298
