ds,yhat,yhat_lower,yhat_upper,sku_id
2025-08-16,3.403151126691861,2.2228631826137293,5.8242165979920015,R084
2025-08-17,3.533967981353261,2.391658070848659,5.840506467301438,R084
2025-08-18,3.67810694155884,1.8120049728235583,5.289173489110707,R084
2025-08-19,3.510968693446456,1.938048680823585,5.27420887164681,R084
2025-08-20,3.323947333810352,1.5862207244384,5.21370498132034,R084
2025-08-21,3.364713370722109,1.8789603744196568,5.411497679772308,R084
2025-08-22,3.2832024600729794,1.920577809902696,5.26006068507446,R084
2025-08-23,3.326531566469813,1.966183334895064,5.2554324529310135,R084
2025-08-24,3.354286697542137,1.8856899319063007,5.408659147432833,R084
2025-08-25,3.267566813395665,1.527447679543685,4.984751894150709,R084
2025-08-26,3.366303770425473,1.6983780263810022,5.172437706903813,R084
2025-08-27,3.19140459318776,1.4893151460166656,4.925069427600859,R084
2025-08-28,3.24013591168386,1.461333178351134,5.068299024832301,R084
2025-08-29,3.202207264491507,1.6425198325378054,5.005790713032081,R084
2025-08-30,3.25118748454224,1.660162707083899,4.919596353477944,R084
2025-08-31,3.539684426457113,1.8250296411808755,5.283794475943507,R084
2025-09-01,3.489101238023478,1.4239720628778594,4.778136776503849,R084
2025-09-02,3.299917841752432,1.5543749264524778,4.922489837830896,R084
2025-09-03,3.202752784069924,1.2951008949068146,4.717453643866114,R084
2025-09-04,3.189747531909432,1.4732592797617274,4.988204956702113,R084
2025-09-05,3.1146482243572664,1.5791895808526264,5.038280022649138,R084
2025-09-06,3.158747456484712,1.6470694462296722,5.12464699527616,R084
2025-09-07,3.249015082555614,1.874075007331084,5.363346681936578,R084
2025-09-08,3.1241337982743267,1.3616522500383506,4.841103631691536,R084
2025-09-09,3.2571775591350423,1.5853160632169738,5.099028056740066,R084
2025-09-10,3.1575289716279347,1.2832010341983775,4.846386525590006,R084
2025-09-11,3.1584182991839187,1.678644322983179,4.979519625567048,R084
2025-09-12,3.161775793229303,1.5761107193284687,4.977574116109393,R084
2025-09-13,3.1686652248270635,1.6464309521685965,5.107409763525104,R084
2025-09-14,3.325123200352445,1.987750903926692,5.448941996991001,R084
2025-09-15,3.271571431008577,1.503445334935883,5.001385063553739,R084
2025-09-16,3.3049137334955683,1.7061409610501566,5.04956553004733,R084
2025-09-17,3.134707199973467,1.49733472781887,4.922225438241012,R084
2025-09-18,3.1820124288510643,1.5111141822724783,4.945987046027288,R084
2025-09-19,3.109416574026517,1.674182565518232,5.17940221598306,R084
2025-09-20,3.181040616242392,1.7049357421674172,5.200036073467234,R084
2025-09-21,3.21422813596864,2.0326823538169028,5.366417941580815,R084
2025-09-22,3.114646992938157,1.3295774057138323,4.858615259320579,R084
2025-09-23,3.273672405158952,1.6733943284933317,5.028361956338883,R084
2025-09-24,3.169770331960902,1.3140643114287194,4.899474549746515,R084
2025-09-25,3.1675185818666187,1.6080420286034227,5.109634917902968,R084
2025-09-26,3.143615479314475,1.6137829494918343,5.098845836010288,R084
2025-09-27,3.1720691967004107,1.6457897499261414,5.005575070728021,R084
2025-09-28,3.456903098930756,1.8637325317437023,5.272942406275993,R084
2025-09-29,3.203912986103421,1.4989368792840148,4.845513138219144,R084
2025-09-30,3.2562965090529707,1.5040394146041844,5.02838574643335,R084
2025-10-01,3.119913734893069,1.4038448445935436,4.72120679313654,R084
2025-10-02,3.119070694918652,1.4734767109833915,4.946928947375582,R084
2025-10-03,3.1093467111797706,1.710289796965306,4.975217995223575,R084
2025-10-04,3.164596593590943,1.6256290427910602,5.00482188612954,R084
2025-10-05,3.138346342238832,1.881787831372336,5.322677184410712,R084
2025-10-06,3.054832075361921,1.440297962682096,4.966022013753641,R084
2025-10-07,3.171978771645517,1.439296733542922,5.000051867989841,R084
2025-10-08,3.0808984990709054,1.3047551031163414,4.81371762909143,R084
2025-10-09,3.138321041163325,1.5727463874725738,4.883485052239731,R084
2025-10-10,3.14295801026675,1.592334562662428,5.036998394023437,R084
2025-10-11,3.13536710406523,1.6476438927932544,5.099344610766366,R084
2025-10-12,3.2506901197387457,2.0098909882973923,5.403981106987849,R084
2025-10-13,3.216235628076972,1.5647600653861362,5.089516996194292,R084
2025-10-14,3.226886564267616,1.6970598465508555,5.212854694145936,R084
2025-10-15,3.1002738902735865,1.7105079264683056,4.921561832034228,R084
2025-10-16,3.146506384925225,1.5640611221471774,5.134797334979579,R084
2025-10-17,3.089166419492641,1.7883008778985592,5.160986839740952,R084
2025-10-18,3.1699106700468964,1.9388986633114067,5.378045352957429,R084
2025-10-19,3.1787337795456097,2.033154209100784,5.63473146703464,R084
2025-10-20,3.141617502844988,1.5967553685055509,5.114161183455965,R084
2025-10-21,3.219233369413587,1.7709679966491425,5.338858189047495,R084
2025-10-22,3.145586135359186,1.6135169071737352,5.138212038658665,R084
2025-10-23,3.218222123156248,1.7089721649023937,5.203017328509017,R084
2025-10-24,3.241817879996756,1.8320818337620608,5.3013135134869245,R084
2025-10-25,3.240011506219002,1.9943818599528949,5.444711203069013,R084
2025-10-26,3.321348632539459,2.149925785399899,5.469370411501489,R084
2025-10-27,3.3007964469879507,1.6686229032680302,5.1702814871708895,R084
2025-10-28,3.2677019787882697,1.7743075148608245,5.343616183754566,R084
2025-10-29,3.144861324186656,1.51655367795952,4.992790590978555,R084
2025-10-30,3.1560274045589507,1.8468913660695845,5.219589973666334,R084
2025-10-31,3.202238796295945,1.7058174012570917,5.273098874918707,R084
2025-11-01,3.177186098657568,1.7040777057624306,5.192795578355038,R084
2025-11-02,3.261956978354596,1.9588956196364204,5.396727127483292,R084
2025-11-03,3.1190466886369657,1.4638275418001934,4.938152314229592,R084
2025-11-04,3.1598812277222965,1.7110141342680496,5.136661182316132,R084
2025-11-05,3.053366995657079,1.5768803788786891,4.886692714790658,R084
2025-11-06,3.127038050698306,1.612444161736844,4.942353832685738,R084
2025-11-07,3.1815351598373782,1.5741558490275147,5.199048067707847,R084
2025-11-08,3.14519026515242,1.8335159905999223,5.214533826345664,R084
2025-11-09,3.274952060940904,1.812361727398968,5.419698998698233,R084
2025-11-10,3.209119442107476,1.5277250105800604,4.94638013825871,R084
2025-11-11,3.1741719955200245,1.6637184772421996,5.049522612521414,R084
2025-11-12,3.053687762525273,1.249451641669214,4.779224698156576,R084
2025-11-13,3.082133549178144,1.5906896523519285,5.06998179942298,R084
2025-11-14,3.0688577255650262,1.6064302399607573,5.018350412700786,R084
2025-11-15,3.056898415034058,1.852212103584967,5.227176915675713,R084
2025-11-16,3.0717835003163176,1.9541706639685108,5.540142267455815,R084
2025-11-17,3.096184530880899,1.4688313338414525,5.077695280419022,R084
2025-11-18,3.10777119361324,1.7082865729088197,5.157206701082453,R084
2025-11-19,3.0409196143334847,1.667099722295624,4.909322580113641,R084
2025-11-20,3.1204617290674017,1.742743753382975,5.109314495309779,R084
2025-11-21,3.1793756885723905,1.7471361609009997,5.225117395855985,R084
2025-11-22,3.168831124801036,1.6762750052029416,5.262327836068927,R084
2025-11-23,3.325501707662528,2.045907438716182,5.628815726645221,R084
2025-11-24,3.2523721595654376,1.5760852475877232,5.177679830821948,R084
2025-11-25,3.240667274993642,1.5560467512850538,5.183493591164208,R084
2025-11-26,3.124949872162187,1.473854569653454,5.054912766072713,R084
2025-11-27,3.10759153341908,1.7292284350337472,5.142484772586967,R084
2025-05-29 00:00:00,1.6152535407562292,0.7685970927668346,3.07193919361406,BR0482
2025-05-30 00:00:00,1.6923792415022831,0.8147180779507305,3.233627623819588,BR0482
2025-05-31 00:00:00,1.7994601219776991,1.1159879680679443,3.54995512740567,BR0482
2025-06-01 00:00:00,1.866320949985328,0.896742758306968,3.197768424640995,BR0482
2025-06-02 00:00:00,1.929618095427994,0.8896634976008587,3.2075611083358826,BR0482
2025-06-03 00:00:00,1.944053107246856,0.9265653377181268,3.20940211879745,BR0482
2025-06-04 00:00:00,2.024922315841497,0.8671918919264655,3.133441828244649,BR0482
2025-06-05 00:00:00,1.9985506220267089,0.85009471797754,3.094890704806035,BR0482
2025-06-06 00:00:00,1.933814903684017,0.8567937605855446,3.1198938690101703,BR0482
2025-06-07 00:00:00,2.0355012810824182,1.1157880007919794,3.397662960571112,BR0482
2025-06-08 00:00:00,1.9334319641529256,0.96569051499333,3.2677724424262267,BR0482
2025-06-09 00:00:00,2.0508756125196403,0.93116056348883,3.200200051610558,BR0482
2025-06-10 00:00:00,2.0245815829983123,1.0350355725758935,3.345712787090174,BR0482
2025-06-11 00:00:00,1.9586160284959195,0.8062554865826639,3.1707508293588327,BR0482
2025-06-12 00:00:00,1.9346173375322395,0.8843196927743875,3.216031054623424,BR0482
2025-06-13 00:00:00,1.981474506694982,0.937880895879751,3.2451248223704385,BR0482
2025-06-14 00:00:00,2.1110702846668,1.3423436883417443,3.5613815880927207,BR0482
2025-06-15 00:00:00,2.045180381424893,1.237606979063926,3.511253640773796,BR0482
2025-06-16 00:00:00,2.0804199913393164,1.1068180439614024,3.336635703150185,BR0482
2025-06-17 00:00:00,2.0714974715159102,1.2023797173687236,3.595032536140179,BR0482
2025-06-18 00:00:00,2.129826569660624,1.084825760677297,3.4520208463173696,BR0482
2025-06-19 00:00:00,2.089685600777362,1.2073873687917445,3.4486200902957145,BR0482
2025-06-20 00:00:00,2.0019704695672305,1.2272222320107553,3.4955519444953644,BR0482
2025-06-21 00:00:00,2.067759611625092,1.5163360458046224,3.892723035606924,BR0482
2025-06-22 00:00:00,1.9967078493940664,1.3692014364089853,3.600565457888895,BR0482
2025-06-23 00:00:00,2.069880535860238,1.3468162861891129,3.6681972957264217,BR0482
2025-06-24 00:00:00,2.1118984566018177,1.5281199699194974,3.8259570478018574,BR0482
2025-06-25 00:00:00,2.029417561483646,1.389313838056999,3.738645311177919,BR0482
2025-06-26 00:00:00,2.006879947641869,1.4063493674048124,3.685132483842676,BR0482
2025-06-27 00:00:00,2.045412368148184,1.4203193124310831,3.771607357523366,BR0482
2025-06-28 00:00:00,2.179145722328803,1.6880598734190884,3.946977725797668,BR0482
2025-06-29 00:00:00,2.099790765385063,1.51931230373991,3.813277770130688,BR0482
2025-06-30 00:00:00,2.092303759514211,1.428561264281624,3.750753583868805,BR0482
2025-07-01 00:00:00,2.0080228805853304,1.526217165579155,3.8881593343559375,BR0482
2025-07-02 00:00:00,2.0496322838340344,1.281984506430221,3.72864320263846,BR0482
2025-07-03 00:00:00,2.0026419608283805,1.2648237254143582,3.6413178686191294,BR0482
2025-07-04 00:00:00,1.938069445956872,1.3625547870064776,3.6803858575082415,BR0482
2025-07-05 00:00:00,2.01219334467294,1.5665988457917115,3.870474414556614,BR0482
2025-07-06 00:00:00,1.9351616259513769,1.334497051349034,3.677439268856985,BR0482
2025-07-07 00:00:00,1.9917963681560693,1.3185560079917873,3.593273948606661,BR0482
2025-07-08 00:00:00,1.97395321224264,1.335410468324,3.654175240719818,BR0482
2025-07-09 00:00:00,1.963710650926917,1.1605699045833937,3.458389588168975,BR0482
2025-07-10 00:00:00,1.8700167604423923,1.0628126033995062,3.3848659993090657,BR0482
2025-07-11 00:00:00,1.8678588551897923,1.057693193918941,3.416142244659692,BR0482
2025-07-12 00:00:00,1.9897072881688265,1.4977360034122655,3.621429225468209,BR0482
2025-07-13 00:00:00,1.951697316119339,1.165626826192779,3.441805795563057,BR0482
2025-07-14 00:00:00,1.956050017045722,1.0567307101940482,3.299464231706871,BR0482
2025-07-15 00:00:00,1.9376986360082,1.091039945130245,3.40303105638061,BR0482
2025-07-16 00:00:00,1.9652498378888323,1.0942544703765509,3.3038656779747724,BR0482
2025-07-17 00:00:00,1.914528662134488,0.9526655145133386,3.2464128116636566,BR0482
2025-07-18 00:00:00,1.853370367059171,0.9700499379120952,3.3562087015900137,BR0482
2025-07-19 00:00:00,1.932101929791539,1.3365029168800948,3.656041395378516,BR0482
2025-07-20 00:00:00,1.843044275187743,1.2337304564946188,3.4758314944468576,BR0482
2025-07-21 00:00:00,1.9058210417657613,1.3030145971042126,3.520606657887463,BR0482
2025-07-22 00:00:00,1.9073770080342785,1.372664254661034,3.596220382892489,BR0482
2025-07-23 00:00:00,1.8761169850035115,1.2680931430935405,3.506355578508075,BR0482
2025-07-24 00:00:00,1.872830212944939,1.185868362675764,3.5191645743856146,BR0482
2025-07-25 00:00:00,1.8873110840086,1.377528593036708,3.588497569409372,BR0482
2025-07-26 00:00:00,2.041992236334899,1.6246505613741231,3.889801964326576,BR0482
2025-07-27 00:00:00,2.018268567227377,1.5612663653420695,3.844559490208748,BR0482
2025-07-28 00:00:00,2.030559330975519,1.5822348816071683,3.865081337073163,BR0482
2025-07-29 00:00:00,2.032508285171354,1.727487389230821,4.011962818121961,BR0482
2025-07-30 00:00:00,2.0796369288311456,1.633488549239713,3.953132567753964,BR0482
2025-07-31 00:00:00,2.058247932282469,1.512731944360891,3.846439578038064,BR0482
2025-08-01 00:00:00,1.9935459272066665,1.6303387765327526,4.040905442423426,BR0482
2025-08-02 00:00:00,2.135474336407543,2.047605362590548,4.2922516606362855,BR0482
2025-08-03 00:00:00,2.081565176398262,1.856160335965905,4.152363242129759,BR0482
2025-08-04 00:00:00,2.17486730145675,1.878903626743002,4.160295676413765,BR0482
2025-08-05 00:00:00,2.13359744847019,2.0259140380370773,4.29186960833541,BR0482
2025-08-06 00:00:00,2.096461190072286,1.9865431711165489,4.252519296345841,BR0482
2025-08-07 00:00:00,2.085125481125324,1.7658174625358047,4.04819506418878,BR0482
2025-08-08 00:00:00,2.1231474583718275,1.905908167560559,4.224438592469076,BR0482
2025-08-09 00:00:00,2.258375929002902,2.228141519794183,4.470718269100376,BR0482
2025-08-10 00:00:00,2.158786279162796,1.9563520091846327,4.229888373651284,BR0482
2025-08-11 00:00:00,2.1954017146439955,1.922181975594485,4.213701842276331,BR0482
2025-08-12 00:00:00,2.152091415633853,1.9658726285225925,4.282650637682279,BR0482
2025-08-13 00:00:00,2.1700079549200435,1.828547313285204,4.169239481842409,BR0482
2025-08-14 00:00:00,2.1378530312329174,1.701681634265935,3.9835621645257366,BR0482
2025-08-15 00:00:00,2.0242941654308084,1.768097386724052,4.038711479306432,BR0482
2025-08-16 00:00:00,2.135698893920176,2.089193498033892,4.381162696602668,BR0482
2025-08-17 00:00:00,2.030640173398571,1.7974673984756566,4.118862350517706,BR0482
2025-08-18 00:00:00,2.092626225840117,1.6889310561015338,3.9952672333954826,BR0482
2025-08-19 00:00:00,2.028867942097176,1.7990665811538238,4.059618612478095,BR0482
2025-08-20 00:00:00,1.9596879630021296,1.6663771434843395,3.876335313208025,BR0482
2025-08-21 00:00:00,1.9282235110830424,1.5164772206079034,3.784671520693332,BR0482
2025-08-22 00:00:00,1.922329089930065,1.522741724520034,3.779819265316177,BR0482
2025-08-23 00:00:00,2.086790395245539,1.8507768536985527,4.110565606741209,BR0482
2025-08-24 00:00:00,1.983162320137213,1.557543001545306,3.915096143456082,BR0482
2025-08-25 00:00:00,2.021612596066216,1.4100370451462634,3.769533992037982,BR0482
2025-08-26 00:00:00,1.9710638912752845,1.556279872587902,3.8606661453924898,BR0482
2025-08-27 00:00:00,1.9754708449938976,1.377755410381426,3.691621856930114,BR0482
2025-08-28 00:00:00,1.9447662379812185,1.2485759813377026,3.6653690547895614,BR0482
2025-08-29 00:00:00,1.7967981072853612,1.367103749656928,3.649388042804385,BR0482
2025-08-30 00:00:00,1.9199140383865927,1.6865577043794804,3.938045596698204,BR0482
2025-08-31 00:00:00,1.8569819027027763,1.3111351706668213,3.698320052691376,BR0482
2025-09-01 00:00:00,1.934987144408575,1.3835885667054526,3.601947682766529,BR0482
2025-09-02 00:00:00,1.8737092953050247,1.3902356286680213,3.71562732025932,BR0482
2025-09-03 00:00:00,1.8213528738806124,1.2895830892799391,3.602435762563026,BR0482
2025-09-04 00:00:00,1.8374942386632267,1.1290817963955158,3.5317423150618583,BR0482
2025-09-05 00:00:00,1.8511349610883592,1.2217679319056367,3.5186751541832217,BR0482
2025-09-06 00:00:00,2.005947802354925,1.5152222928537205,3.73917305122972,BR0482
2025-09-07 00:00:00,1.981926983226509,1.2314518947681763,3.507197416252817,BR0482
2025-09-08 00:00:00,1.978940513805977,1.2736378511514928,3.543075030135397,BR0482
2025-09-09 00:00:00,1.8420765822678504,1.4396098230496075,3.635670482558981,BR0482
2025-09-10 00:00:00,1.8678940626596832,1.1740560212217577,3.4883707021028214,BR0482
2025-09-11 00:00:00,1.8757981164477249,1.0734063929216209,3.335026200435806,BR0482
2025-09-12 00:00:00,1.7827175949427674,1.1159912337996087,3.489762900565203,BR0482
2025-09-13 00:00:00,1.900938907359473,1.4037629258476887,3.74245189845404,BR0482
2025-09-14 00:00:00,1.8102836952978685,1.1840986279548835,3.558949611621145,BR0482
2025-09-15 00:00:00,1.874781908041821,1.0696299113428265,3.413560132512739,BR0482
2025-09-16 00:00:00,1.8105908001393265,1.2709817055635173,3.6144353464315806,BR0482
2025-09-17 00:00:00,1.7560858359811262,1.1352156904824409,3.497757695224061,BR0482
2025-09-18 00:00:00,1.772484655704471,1.0081382545146669,3.285245343058872,BR0482
2025-09-19 00:00:00,1.7746365286481336,0.936291806853794,3.399861776926085,BR0482
2025-09-20 00:00:00,1.9741895336544448,1.3424957448630188,3.64297885851321,BR0482
2025-09-21 00:00:00,1.9096122351886629,1.1448447974707827,3.4125249408199347,BR0482
2025-09-22 00:00:00,1.904141251666093,1.053384546298468,3.418820970031405,BR0482
2025-09-23 00:00:00,1.7885881732033555,1.2623230339960214,3.479019064393111,BR0482
2025-09-24 00:00:00,1.823997450930896,1.0862558227393664,3.4284303597990675,BR0482
2025-09-25 00:00:00,1.839198509126544,1.0644330979669332,3.3088203079424985,BR0482
2025-09-26 00:00:00,1.7827788577033985,1.0924936498622042,3.349178524798178,BR0482
2025-09-27 00:00:00,1.8853154690358225,1.2911217144563167,3.6589398226395233,BR0482
2025-09-28 00:00:00,1.7382214385282926,1.1445789541957774,3.4484592364782487,BR0482
2025-09-29 00:00:00,1.8226112826012075,1.1838857341978717,3.514625456558249,BR0482
2025-09-30 00:00:00,1.7773943241329355,1.2641151032778073,3.583850769951899,BR0482
2025-10-01 00:00:00,1.7401893978252234,1.225416769946086,3.482337988794024,BR0482
2025-10-02 00:00:00,1.7704295414906597,1.0797920105038334,3.301455914464289,BR0482
2025-10-03 00:00:00,1.7849390393048326,1.166957426917587,3.413620858966228,BR0482
2025-10-04 00:00:00,1.9620594999779144,1.5982372465257966,3.8477957472414657,BR0482
2025-10-05 00:00:00,1.9098791874317724,1.3409813907283143,3.682957787155984,BR0482
2025-10-06 00:00:00,1.9430880505780768,1.2916423770640284,3.672315477656436,BR0482
2025-10-07 00:00:00,1.8804247368867923,1.483469401343106,3.830588525312435,BR0482
2025-10-08 00:00:00,1.919020395281965,1.3756916621703976,3.575188125935086,BR0482
2025-10-09 00:00:00,1.8985613511469093,1.362868009569428,3.6841987106475353,BR0482
2025-10-10 00:00:00,1.7950183110119755,1.4621433334840417,3.608893671158089,BR0482
2025-10-11 00:00:00,1.9397275953702675,1.7677601372313885,4.001336999877409,BR0482
2025-10-12 00:00:00,1.870075559925356,1.5110179056968132,3.888100727388233,BR0482
2025-10-13 00:00:00,1.9575262983895385,1.5638281943775088,3.858512271183575,BR0482
2025-10-14 00:00:00,1.9107207193168525,1.5822426421161535,3.948595652314352,BR0482
2025-10-15 00:00:00,1.8687902792648103,1.4603431911374436,3.784997947969844,BR0482
2025-10-16 00:00:00,1.888879718658242,1.4170956008671658,3.751948438270851,BR0482
2025-10-17 00:00:00,1.890532769664236,1.3940917601539773,3.638601367540141,BR0482
2025-10-18 00:00:00,2.0555551502030744,1.7069028243197744,4.090524544764351,BR0482
2025-10-19 00:00:00,1.989365549719256,1.5402816712241787,3.822700797373958,BR0482
2025-10-20 00:00:00,2.0002319832198805,1.6195638112101178,3.78653978321333,BR0482
2025-10-21 00:00:00,1.92757574921717,1.5815197619447932,3.917690551020372,BR0482
2025-10-22 00:00:00,1.9457679128765064,1.603684844630967,3.839345716199399,BR0482
2025-10-23 00:00:00,1.9288501026572216,1.3841323523828892,3.73502509127912,BR0482
2025-10-24 00:00:00,1.8323698454430364,1.5279794823014077,3.713838226648498,BR0482
2025-10-25 00:00:00,1.9725615068871631,1.8156915570707075,4.052356513516326,BR0482
2025-10-26 00:00:00,1.89178864959804,1.5134778329249277,3.915960499969562,BR0482
2025-10-27 00:00:00,1.8790955683137345,1.4634953875823589,3.821756319203508,BR0482
2025-10-28 00:00:00,1.8469877818689893,1.652470052800762,3.754278344198229,BR0482
2025-10-29 00:00:00,1.7997654966420913,1.5548457522941552,3.6786420977009233,BR0482
2025-10-30 00:00:00,1.822954501792952,1.3697636854454949,3.627824614543928,BR0482
2025-10-31 00:00:00,1.833566955615791,1.4237547942553297,3.708010512588212,BR0482
2025-11-01 00:00:00,2.008168887766909,1.5911112889978076,4.090767635531668,BR0482
2025-11-02 00:00:00,1.9620183201776733,1.6037792880642954,3.826469098532701,BR0482
2025-11-03 00:00:00,1.952705156489296,1.491131854282664,3.7748805033745256,BR0482
2025-11-04 00:00:00,1.9382269631680349,1.6301031161472783,3.924086902384178,BR0482
2025-11-05 00:00:00,1.9792675151683687,1.4906054795574073,3.838662883387885,BR0482
2025-11-06 00:00:00,1.9394913888625944,1.4545781485808773,3.81923368340754,BR0482
2025-11-07 00:00:00,1.886369576103326,1.513278465599124,3.822379760287788,BR0482
2025-11-08 00:00:00,1.9732079969235143,1.7637930352908564,4.025538414768067,BR0482
2025-11-09 00:00:00,1.8856197358463207,1.572664286957985,3.940899350196165,BR0482
2025-11-10 00:00:00,1.956966356237401,1.5701794477918474,3.921811654010253,BR0482
2025-11-11 00:00:00,1.940276086165932,1.6721548318888335,4.008939963844292,BR0482
2025-11-12 00:00:00,1.8992926483079464,1.6350221218715308,3.861689237909579,BR0482
2025-11-13 00:00:00,1.8914847917819784,1.5386530828137004,3.855458750897935,BR0482
2025-11-14 00:00:00,1.9337144279618312,1.4964681792865564,3.844350938262159,BR0482
2025-11-15 00:00:00,2.066188081464412,1.92542324591858,4.181965138599677,BR0482
2025-11-16 00:00:00,1.997676329556888,1.557224552230855,3.9072599726808015,BR0482
2025-11-17 00:00:00,1.983670834812024,1.6109552433820944,3.893779270226538,BR0482
